,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALTR,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BBBY,BIDU,BIIB,BRCM,CA,CELG,CERN,CHKP,CHRW,CHTR,CMCSA,COST,CSCO,CTRX,CTSH,CTXS,DISCA,DISH,DLTR,DTV,EBAY,EQIX,ESRX,EXPD,EXPE,FAST,FB,FFIV,FISV,GILD,GMCR,GOOG,GRMN,HSIC,ILMN,INTC,INTU,ISRG,KLAC,KRFT,LBTYA,LINTA,LLTC,LMCA,MAR,MAT,MNST,MSFT,MU,MWW,MXIM,MYL,NFLX,NTAP,NVDA,NWSA,NXPI,ORLY,PAYX,PCAR,PCLN,QCOM,REGN,ROST,SBAC,SBUX,SIAL,SIRI,SNDK,SPLS,SRCL,STX,SYMC,TRIP,TSCO,TSLA,TXN,VIAB,VIP,VOD,VRSK,VRTX,WDC,WFM,WYNN,XLNX,YHOO
GILD,0.897435897,0.948717949,0.803418803,0.666666667,0.948717949,0.914529915,0.957264957,0.965811966,0.820512821,0.931623932,0.948717949,0.829059829,0.769230769,0.854700855,0.897435897,0.914529915,0.974358974,0.897435897,0.213675214,0.923076923,0.957264957,0.290598291,0.957264957,0.786324786,0.897435897,0.965811966,0.786324786,0.931623932,0.991452991,0.974358974,0.931623932,0.974358974,0.974358974,0.94017094,0.914529915,0.982905983,0.923076923,0.888888889,0.820512821,0.863247863,0.931623932,0.965811966,1,0.94017094,0.914529915,0.991452991,0.521367521,0.914529915,0.829059829,0.957264957,0.94017094,0.923076923,0.794871795,0.854700855,0.632478632,0.94017094,0.632478632,0.957264957,0.632478632,0.547008547,0.888888889,0.914529915,0.982905983,0.957264957,0.769230769,0.923076923,0.965811966,0.957264957,0.923076923,0.846153846,0.735042735,0.854700855,0.290598291,0.923076923,0.974358974,1,0.957264957,0.991452991,0.854700855,0.888888889,0.982905983,1,0.982905983,0.991452991,0.923076923,0.948717949,0.897435897,0.41025641,0.871794872,0.683760684,0.846153846,0.965811966,0.974358974,0.854700855,0.991452991,0.846153846,0.931623932,0.88034188,0.965811966,0.94017094
GMCR,0.957264957,0.991452991,0.863247863,0.726495726,0.991452991,0.854700855,0.982905983,0.905982906,0.88034188,0.991452991,0.888888889,0.769230769,0.829059829,0.914529915,0.837606838,0.974358974,0.914529915,0.957264957,0.273504274,0.982905983,0.897435897,0.35042735,0.897435897,0.846153846,0.957264957,0.974358974,0.726495726,0.871794872,0.931623932,0.965811966,0.991452991,0.914529915,0.965811966,0.88034188,0.854700855,0.957264957,0.982905983,0.829059829,0.88034188,0.803418803,0.871794872,0.974358974,0.94017094,1,0.854700855,0.931623932,0.581196581,0.854700855,0.888888889,0.982905983,0.88034188,0.863247863,0.735042735,0.794871795,0.692307692,1,0.692307692,0.897435897,0.692307692,0.606837607,0.948717949,0.974358974,0.957264957,0.982905983,0.829059829,0.863247863,0.905982906,0.897435897,0.982905983,0.786324786,0.794871795,0.914529915,0.35042735,0.863247863,0.965811966,0.94017094,0.897435897,0.931623932,0.914529915,0.948717949,0.923076923,0.94017094,0.957264957,0.931623932,0.982905983,0.991452991,0.837606838,0.47008547,0.811965812,0.743589744,0.786324786,0.905982906,0.914529915,0.914529915,0.931623932,0.905982906,0.991452991,0.820512821,0.974358974,0.88034188
GOOG,0.811965812,0.863247863,0.717948718,0.581196581,0.863247863,1,0.871794872,0.948717949,0.735042735,0.846153846,0.965811966,0.914529915,0.683760684,0.769230769,0.982905983,0.829059829,0.94017094,0.811965812,0.128205128,0.837606838,0.957264957,0.205128205,0.957264957,0.700854701,0.811965812,0.88034188,0.871794872,0.982905983,0.923076923,0.888888889,0.846153846,0.94017094,0.888888889,0.974358974,1,0.897435897,0.837606838,0.974358974,0.735042735,0.948717949,0.982905983,0.88034188,0.914529915,0.854700855,1,0.923076923,0.435897436,1,0.743589744,0.871794872,0.974358974,0.991452991,0.88034188,0.94017094,0.547008547,0.854700855,0.547008547,0.957264957,0.547008547,0.461538462,0.803418803,0.829059829,0.897435897,0.871794872,0.683760684,0.991452991,0.948717949,0.957264957,0.837606838,0.931623932,0.64957265,0.769230769,0.205128205,0.991452991,0.888888889,0.914529915,0.957264957,0.923076923,0.769230769,0.803418803,0.931623932,0.914529915,0.897435897,0.923076923,0.837606838,0.863247863,0.982905983,0.324786325,0.957264957,0.598290598,0.931623932,0.948717949,0.94017094,0.769230769,0.923076923,0.760683761,0.846153846,0.965811966,0.88034188,0.974358974
GRMN,0.888888889,0.94017094,0.794871795,0.658119658,0.94017094,0.923076923,0.948717949,0.974358974,0.811965812,0.923076923,0.957264957,0.837606838,0.760683761,0.846153846,0.905982906,0.905982906,0.982905983,0.888888889,0.205128205,0.914529915,0.965811966,0.282051282,0.965811966,0.777777778,0.888888889,0.957264957,0.794871795,0.94017094,1,0.965811966,0.923076923,0.982905983,0.965811966,0.948717949,0.923076923,0.974358974,0.914529915,0.897435897,0.811965812,0.871794872,0.94017094,0.957264957,0.991452991,0.931623932,0.923076923,1,0.512820513,0.923076923,0.820512821,0.948717949,0.948717949,0.931623932,0.803418803,0.863247863,0.623931624,0.931623932,0.623931624,0.965811966,0.623931624,0.538461538,0.88034188,0.905982906,0.974358974,0.948717949,0.760683761,0.931623932,0.974358974,0.965811966,0.914529915,0.854700855,0.726495726,0.846153846,0.282051282,0.931623932,0.965811966,0.991452991,0.965811966,1,0.846153846,0.88034188,0.991452991,0.991452991,0.974358974,1,0.914529915,0.94017094,0.905982906,0.401709402,0.88034188,0.675213675,0.854700855,0.974358974,0.982905983,0.846153846,1,0.837606838,0.923076923,0.888888889,0.957264957,0.948717949
HSIC,0.623931624,0.572649573,0.717948718,0.854700855,0.572649573,0.435897436,0.564102564,0.487179487,0.700854701,0.58974359,0.47008547,0.35042735,0.752136752,0.666666667,0.418803419,0.606837607,0.495726496,0.623931624,0.692307692,0.598290598,0.478632479,0.769230769,0.478632479,0.735042735,0.623931624,0.555555556,0.307692308,0.452991453,0.512820513,0.547008547,0.58974359,0.495726496,0.547008547,0.461538462,0.435897436,0.538461538,0.598290598,0.41025641,0.700854701,0.384615385,0.452991453,0.555555556,0.521367521,0.581196581,0.435897436,0.512820513,1,0.435897436,0.692307692,0.564102564,0.461538462,0.444444444,0.316239316,0.376068376,0.888888889,0.581196581,0.888888889,0.478632479,0.888888889,0.974358974,0.632478632,0.606837607,0.538461538,0.564102564,0.752136752,0.444444444,0.487179487,0.478632479,0.598290598,0.367521368,0.786324786,0.666666667,0.769230769,0.444444444,0.547008547,0.521367521,0.478632479,0.512820513,0.666666667,0.632478632,0.504273504,0.521367521,0.538461538,0.512820513,0.598290598,0.572649573,0.418803419,0.888888889,0.393162393,0.837606838,0.367521368,0.487179487,0.495726496,0.666666667,0.512820513,0.675213675,0.58974359,0.401709402,0.555555556,0.461538462
ILMN,0.811965812,0.863247863,0.717948718,0.581196581,0.863247863,1,0.871794872,0.948717949,0.735042735,0.846153846,0.965811966,0.914529915,0.683760684,0.769230769,0.982905983,0.829059829,0.94017094,0.811965812,0.128205128,0.837606838,0.957264957,0.205128205,0.957264957,0.700854701,0.811965812,0.88034188,0.871794872,0.982905983,0.923076923,0.888888889,0.846153846,0.94017094,0.888888889,0.974358974,1,0.897435897,0.837606838,0.974358974,0.735042735,0.948717949,0.982905983,0.88034188,0.914529915,0.854700855,1,0.923076923,0.435897436,1,0.743589744,0.871794872,0.974358974,0.991452991,0.88034188,0.94017094,0.547008547,0.854700855,0.547008547,0.957264957,0.547008547,0.461538462,0.803418803,0.829059829,0.897435897,0.871794872,0.683760684,0.991452991,0.948717949,0.957264957,0.837606838,0.931623932,0.64957265,0.769230769,0.205128205,0.991452991,0.888888889,0.914529915,0.957264957,0.923076923,0.769230769,0.803418803,0.931623932,0.914529915,0.897435897,0.923076923,0.837606838,0.863247863,0.982905983,0.324786325,0.957264957,0.598290598,0.931623932,0.948717949,0.94017094,0.769230769,0.923076923,0.760683761,0.846153846,0.965811966,0.88034188,0.974358974
INTC,0.931623932,0.88034188,0.974358974,0.837606838,0.88034188,0.743589744,0.871794872,0.794871795,0.991452991,0.897435897,0.777777778,0.658119658,0.94017094,0.974358974,0.726495726,0.914529915,0.803418803,0.931623932,0.384615385,0.905982906,0.786324786,0.461538462,0.786324786,0.957264957,0.931623932,0.863247863,0.615384615,0.760683761,0.820512821,0.854700855,0.897435897,0.803418803,0.854700855,0.769230769,0.743589744,0.846153846,0.905982906,0.717948718,0.991452991,0.692307692,0.760683761,0.863247863,0.829059829,0.888888889,0.743589744,0.820512821,0.692307692,0.743589744,1,0.871794872,0.769230769,0.752136752,0.623931624,0.683760684,0.803418803,0.888888889,0.803418803,0.786324786,0.803418803,0.717948718,0.94017094,0.914529915,0.846153846,0.871794872,0.94017094,0.752136752,0.794871795,0.786324786,0.905982906,0.675213675,0.905982906,0.974358974,0.461538462,0.752136752,0.854700855,0.829059829,0.786324786,0.820512821,0.974358974,0.94017094,0.811965812,0.829059829,0.846153846,0.820512821,0.905982906,0.88034188,0.726495726,0.581196581,0.700854701,0.854700855,0.675213675,0.794871795,0.803418803,0.974358974,0.820512821,0.982905983,0.897435897,0.709401709,0.863247863,0.769230769
INTU,0.94017094,0.991452991,0.846153846,0.709401709,0.991452991,0.871794872,1,0.923076923,0.863247863,0.974358974,0.905982906,0.786324786,0.811965812,0.897435897,0.854700855,0.957264957,0.931623932,0.94017094,0.256410256,0.965811966,0.914529915,0.333333333,0.914529915,0.829059829,0.94017094,0.991452991,0.743589744,0.888888889,0.948717949,0.982905983,0.974358974,0.931623932,0.982905983,0.897435897,0.871794872,0.974358974,0.965811966,0.846153846,0.863247863,0.820512821,0.888888889,0.991452991,0.957264957,0.982905983,0.871794872,0.948717949,0.564102564,0.871794872,0.871794872,1,0.897435897,0.88034188,0.752136752,0.811965812,0.675213675,0.982905983,0.675213675,0.914529915,0.675213675,0.58974359,0.931623932,0.957264957,0.974358974,1,0.811965812,0.88034188,0.923076923,0.914529915,0.965811966,0.803418803,0.777777778,0.897435897,0.333333333,0.88034188,0.982905983,0.957264957,0.914529915,0.948717949,0.897435897,0.931623932,0.94017094,0.957264957,0.974358974,0.948717949,0.965811966,0.991452991,0.854700855,0.452991453,0.829059829,0.726495726,0.803418803,0.923076923,0.931623932,0.897435897,0.948717949,0.888888889,0.974358974,0.837606838,0.991452991,0.897435897
ISRG,0.837606838,0.888888889,0.743589744,0.606837607,0.888888889,0.974358974,0.897435897,0.974358974,0.760683761,0.871794872,0.991452991,0.888888889,0.709401709,0.794871795,0.957264957,0.854700855,0.965811966,0.837606838,0.153846154,0.863247863,0.982905983,0.230769231,0.982905983,0.726495726,0.837606838,0.905982906,0.846153846,0.991452991,0.948717949,0.914529915,0.871794872,0.965811966,0.914529915,1,0.974358974,0.923076923,0.863247863,0.948717949,0.760683761,0.923076923,0.991452991,0.905982906,0.94017094,0.88034188,0.974358974,0.948717949,0.461538462,0.974358974,0.769230769,0.897435897,1,0.982905983,0.854700855,0.914529915,0.572649573,0.88034188,0.572649573,0.982905983,0.572649573,0.487179487,0.829059829,0.854700855,0.923076923,0.897435897,0.709401709,0.982905983,0.974358974,0.982905983,0.863247863,0.905982906,0.675213675,0.794871795,0.230769231,0.982905983,0.914529915,0.94017094,0.982905983,0.948717949,0.794871795,0.829059829,0.957264957,0.94017094,0.923076923,0.948717949,0.863247863,0.888888889,0.957264957,0.35042735,0.931623932,0.623931624,0.905982906,0.974358974,0.965811966,0.794871795,0.948717949,0.786324786,0.871794872,0.94017094,0.905982906,1
KLAC,0.820512821,0.871794872,0.726495726,0.58974359,0.871794872,0.991452991,0.88034188,0.957264957,0.743589744,0.854700855,0.974358974,0.905982906,0.692307692,0.777777778,0.974358974,0.837606838,0.948717949,0.820512821,0.136752137,0.846153846,0.965811966,0.213675214,0.965811966,0.709401709,0.820512821,0.888888889,0.863247863,0.991452991,0.931623932,0.897435897,0.854700855,0.948717949,0.897435897,0.982905983,0.991452991,0.905982906,0.846153846,0.965811966,0.743589744,0.94017094,0.991452991,0.888888889,0.923076923,0.863247863,0.991452991,0.931623932,0.444444444,0.991452991,0.752136752,0.88034188,0.982905983,1,0.871794872,0.931623932,0.555555556,0.863247863,0.555555556,0.965811966,0.555555556,0.47008547,0.811965812,0.837606838,0.905982906,0.88034188,0.692307692,1,0.957264957,0.965811966,0.846153846,0.923076923,0.658119658,0.777777778,0.213675214,1,0.897435897,0.923076923,0.965811966,0.931623932,0.777777778,0.811965812,0.94017094,0.923076923,0.905982906,0.931623932,0.846153846,0.871794872,0.974358974,0.333333333,0.948717949,0.606837607,0.923076923,0.957264957,0.948717949,0.777777778,0.931623932,0.769230769,0.854700855,0.957264957,0.888888889,0.982905983
KRFT,0.692307692,0.743589744,0.598290598,0.461538462,0.743589744,0.88034188,0.752136752,0.829059829,0.615384615,0.726495726,0.846153846,0.965811966,0.564102564,0.64957265,0.897435897,0.709401709,0.820512821,0.692307692,0.008547009,0.717948718,0.837606838,0.085470085,0.837606838,0.581196581,0.692307692,0.760683761,0.991452991,0.863247863,0.803418803,0.769230769,0.726495726,0.820512821,0.769230769,0.854700855,0.88034188,0.777777778,0.717948718,0.905982906,0.615384615,0.931623932,0.863247863,0.760683761,0.794871795,0.735042735,0.88034188,0.803418803,0.316239316,0.88034188,0.623931624,0.752136752,0.854700855,0.871794872,1,0.94017094,0.427350427,0.735042735,0.427350427,0.837606838,0.427350427,0.341880342,0.683760684,0.709401709,0.777777778,0.752136752,0.564102564,0.871794872,0.829059829,0.837606838,0.717948718,0.948717949,0.52991453,0.64957265,0.085470085,0.871794872,0.769230769,0.794871795,0.837606838,0.803418803,0.64957265,0.683760684,0.811965812,0.794871795,0.777777778,0.803418803,0.717948718,0.743589744,0.897435897,0.205128205,0.923076923,0.478632479,0.948717949,0.829059829,0.820512821,0.64957265,0.803418803,0.641025641,0.726495726,0.914529915,0.760683761,0.854700855
LBTYA,0.752136752,0.803418803,0.658119658,0.521367521,0.803418803,0.94017094,0.811965812,0.888888889,0.675213675,0.786324786,0.905982906,0.974358974,0.623931624,0.709401709,0.957264957,0.769230769,0.88034188,0.752136752,0.068376068,0.777777778,0.897435897,0.145299145,0.897435897,0.641025641,0.752136752,0.820512821,0.931623932,0.923076923,0.863247863,0.829059829,0.786324786,0.88034188,0.829059829,0.914529915,0.94017094,0.837606838,0.777777778,0.965811966,0.675213675,0.991452991,0.923076923,0.820512821,0.854700855,0.794871795,0.94017094,0.863247863,0.376068376,0.94017094,0.683760684,0.811965812,0.914529915,0.931623932,0.94017094,1,0.487179487,0.794871795,0.487179487,0.897435897,0.487179487,0.401709402,0.743589744,0.769230769,0.837606838,0.811965812,0.623931624,0.931623932,0.888888889,0.897435897,0.777777778,0.991452991,0.58974359,0.709401709,0.145299145,0.931623932,0.829059829,0.854700855,0.897435897,0.863247863,0.709401709,0.743589744,0.871794872,0.854700855,0.837606838,0.863247863,0.777777778,0.803418803,0.957264957,0.264957265,0.982905983,0.538461538,0.991452991,0.888888889,0.88034188,0.709401709,0.863247863,0.700854701,0.786324786,0.974358974,0.820512821,0.914529915
LINTA,0.735042735,0.683760684,0.829059829,0.965811966,0.683760684,0.547008547,0.675213675,0.598290598,0.811965812,0.700854701,0.581196581,0.461538462,0.863247863,0.777777778,0.52991453,0.717948718,0.606837607,0.735042735,0.581196581,0.709401709,0.58974359,0.658119658,0.58974359,0.846153846,0.735042735,0.666666667,0.418803419,0.564102564,0.623931624,0.658119658,0.700854701,0.606837607,0.658119658,0.572649573,0.547008547,0.64957265,0.709401709,0.521367521,0.811965812,0.495726496,0.564102564,0.666666667,0.632478632,0.692307692,0.547008547,0.623931624,0.888888889,0.547008547,0.803418803,0.675213675,0.572649573,0.555555556,0.427350427,0.487179487,1,0.692307692,1,0.58974359,1,0.914529915,0.743589744,0.717948718,0.64957265,0.675213675,0.863247863,0.555555556,0.598290598,0.58974359,0.709401709,0.478632479,0.897435897,0.777777778,0.658119658,0.555555556,0.658119658,0.632478632,0.58974359,0.623931624,0.777777778,0.743589744,0.615384615,0.632478632,0.64957265,0.623931624,0.709401709,0.683760684,0.52991453,0.777777778,0.504273504,0.948717949,0.478632479,0.598290598,0.606837607,0.777777778,0.623931624,0.786324786,0.700854701,0.512820513,0.666666667,0.572649573
LLTC,0.957264957,0.991452991,0.863247863,0.726495726,0.991452991,0.854700855,0.982905983,0.905982906,0.88034188,0.991452991,0.888888889,0.769230769,0.829059829,0.914529915,0.837606838,0.974358974,0.914529915,0.957264957,0.273504274,0.982905983,0.897435897,0.35042735,0.897435897,0.846153846,0.957264957,0.974358974,0.726495726,0.871794872,0.931623932,0.965811966,0.991452991,0.914529915,0.965811966,0.88034188,0.854700855,0.957264957,0.982905983,0.829059829,0.88034188,0.803418803,0.871794872,0.974358974,0.94017094,1,0.854700855,0.931623932,0.581196581,0.854700855,0.888888889,0.982905983,0.88034188,0.863247863,0.735042735,0.794871795,0.692307692,1,0.692307692,0.897435897,0.692307692,0.606837607,0.948717949,0.974358974,0.957264957,0.982905983,0.829059829,0.863247863,0.905982906,0.897435897,0.982905983,0.786324786,0.794871795,0.914529915,0.35042735,0.863247863,0.965811966,0.94017094,0.897435897,0.931623932,0.914529915,0.948717949,0.923076923,0.94017094,0.957264957,0.931623932,0.982905983,0.991452991,0.837606838,0.47008547,0.811965812,0.743589744,0.786324786,0.905982906,0.914529915,0.914529915,0.931623932,0.905982906,0.991452991,0.820512821,0.974358974,0.88034188
LMCA,0.735042735,0.683760684,0.829059829,0.965811966,0.683760684,0.547008547,0.675213675,0.598290598,0.811965812,0.700854701,0.581196581,0.461538462,0.863247863,0.777777778,0.52991453,0.717948718,0.606837607,0.735042735,0.581196581,0.709401709,0.58974359,0.658119658,0.58974359,0.846153846,0.735042735,0.666666667,0.418803419,0.564102564,0.623931624,0.658119658,0.700854701,0.606837607,0.658119658,0.572649573,0.547008547,0.64957265,0.709401709,0.521367521,0.811965812,0.495726496,0.564102564,0.666666667,0.632478632,0.692307692,0.547008547,0.623931624,0.888888889,0.547008547,0.803418803,0.675213675,0.572649573,0.555555556,0.427350427,0.487179487,1,0.692307692,1,0.58974359,1,0.914529915,0.743589744,0.717948718,0.64957265,0.675213675,0.863247863,0.555555556,0.598290598,0.58974359,0.709401709,0.478632479,0.897435897,0.777777778,0.658119658,0.555555556,0.658119658,0.632478632,0.58974359,0.623931624,0.777777778,0.743589744,0.615384615,0.632478632,0.64957265,0.623931624,0.709401709,0.683760684,0.52991453,0.777777778,0.504273504,0.948717949,0.478632479,0.598290598,0.606837607,0.777777778,0.623931624,0.786324786,0.700854701,0.512820513,0.666666667,0.572649573
MAR,0.854700855,0.905982906,0.760683761,0.623931624,0.905982906,0.957264957,0.914529915,0.991452991,0.777777778,0.888888889,0.991452991,0.871794872,0.726495726,0.811965812,0.94017094,0.871794872,0.982905983,0.854700855,0.170940171,0.88034188,1,0.247863248,1,0.743589744,0.854700855,0.923076923,0.829059829,0.974358974,0.965811966,0.931623932,0.888888889,0.982905983,0.931623932,0.982905983,0.957264957,0.94017094,0.88034188,0.931623932,0.777777778,0.905982906,0.974358974,0.923076923,0.957264957,0.897435897,0.957264957,0.965811966,0.478632479,0.957264957,0.786324786,0.914529915,0.982905983,0.965811966,0.837606838,0.897435897,0.58974359,0.897435897,0.58974359,1,0.58974359,0.504273504,0.846153846,0.871794872,0.94017094,0.914529915,0.726495726,0.965811966,0.991452991,1,0.88034188,0.888888889,0.692307692,0.811965812,0.247863248,0.965811966,0.931623932,0.957264957,1,0.965811966,0.811965812,0.846153846,0.974358974,0.957264957,0.94017094,0.965811966,0.88034188,0.905982906,0.94017094,0.367521368,0.914529915,0.641025641,0.888888889,0.991452991,0.982905983,0.811965812,0.965811966,0.803418803,0.888888889,0.923076923,0.923076923,0.982905983
MAT,0.735042735,0.683760684,0.829059829,0.965811966,0.683760684,0.547008547,0.675213675,0.598290598,0.811965812,0.700854701,0.581196581,0.461538462,0.863247863,0.777777778,0.52991453,0.717948718,0.606837607,0.735042735,0.581196581,0.709401709,0.58974359,0.658119658,0.58974359,0.846153846,0.735042735,0.666666667,0.418803419,0.564102564,0.623931624,0.658119658,0.700854701,0.606837607,0.658119658,0.572649573,0.547008547,0.64957265,0.709401709,0.521367521,0.811965812,0.495726496,0.564102564,0.666666667,0.632478632,0.692307692,0.547008547,0.623931624,0.888888889,0.547008547,0.803418803,0.675213675,0.572649573,0.555555556,0.427350427,0.487179487,1,0.692307692,1,0.58974359,1,0.914529915,0.743589744,0.717948718,0.64957265,0.675213675,0.863247863,0.555555556,0.598290598,0.58974359,0.709401709,0.478632479,0.897435897,0.777777778,0.658119658,0.555555556,0.658119658,0.632478632,0.58974359,0.623931624,0.777777778,0.743589744,0.615384615,0.632478632,0.64957265,0.623931624,0.709401709,0.683760684,0.52991453,0.777777778,0.504273504,0.948717949,0.478632479,0.598290598,0.606837607,0.777777778,0.623931624,0.786324786,0.700854701,0.512820513,0.666666667,0.572649573
MNST,0.64957265,0.598290598,0.743589744,0.88034188,0.598290598,0.461538462,0.58974359,0.512820513,0.726495726,0.615384615,0.495726496,0.376068376,0.777777778,0.692307692,0.444444444,0.632478632,0.521367521,0.64957265,0.666666667,0.623931624,0.504273504,0.743589744,0.504273504,0.760683761,0.64957265,0.581196581,0.333333333,0.478632479,0.538461538,0.572649573,0.615384615,0.521367521,0.572649573,0.487179487,0.461538462,0.564102564,0.623931624,0.435897436,0.726495726,0.41025641,0.478632479,0.581196581,0.547008547,0.606837607,0.461538462,0.538461538,0.974358974,0.461538462,0.717948718,0.58974359,0.487179487,0.47008547,0.341880342,0.401709402,0.914529915,0.606837607,0.914529915,0.504273504,0.914529915,1,0.658119658,0.632478632,0.564102564,0.58974359,0.777777778,0.47008547,0.512820513,0.504273504,0.623931624,0.393162393,0.811965812,0.692307692,0.743589744,0.47008547,0.572649573,0.547008547,0.504273504,0.538461538,0.692307692,0.658119658,0.52991453,0.547008547,0.564102564,0.538461538,0.623931624,0.598290598,0.444444444,0.863247863,0.418803419,0.863247863,0.393162393,0.512820513,0.521367521,0.692307692,0.538461538,0.700854701,0.615384615,0.427350427,0.581196581,0.487179487
MSFT,0.991452991,0.94017094,0.914529915,0.777777778,0.94017094,0.803418803,0.931623932,0.854700855,0.931623932,0.957264957,0.837606838,0.717948718,0.88034188,0.965811966,0.786324786,0.974358974,0.863247863,0.991452991,0.324786325,0.965811966,0.846153846,0.401709402,0.846153846,0.897435897,0.991452991,0.923076923,0.675213675,0.820512821,0.88034188,0.914529915,0.957264957,0.863247863,0.914529915,0.829059829,0.803418803,0.905982906,0.965811966,0.777777778,0.931623932,0.752136752,0.820512821,0.923076923,0.888888889,0.948717949,0.803418803,0.88034188,0.632478632,0.803418803,0.94017094,0.931623932,0.829059829,0.811965812,0.683760684,0.743589744,0.743589744,0.948717949,0.743589744,0.846153846,0.743589744,0.658119658,1,0.974358974,0.905982906,0.931623932,0.88034188,0.811965812,0.854700855,0.846153846,0.965811966,0.735042735,0.846153846,0.965811966,0.401709402,0.811965812,0.914529915,0.888888889,0.846153846,0.88034188,0.965811966,1,0.871794872,0.888888889,0.905982906,0.88034188,0.965811966,0.94017094,0.786324786,0.521367521,0.760683761,0.794871795,0.735042735,0.854700855,0.863247863,0.965811966,0.88034188,0.957264957,0.957264957,0.769230769,0.923076923,0.829059829
MU,0.982905983,0.965811966,0.888888889,0.752136752,0.965811966,0.829059829,0.957264957,0.88034188,0.905982906,0.982905983,0.863247863,0.743589744,0.854700855,0.94017094,0.811965812,1,0.888888889,0.982905983,0.299145299,0.991452991,0.871794872,0.376068376,0.871794872,0.871794872,0.982905983,0.948717949,0.700854701,0.846153846,0.905982906,0.94017094,0.982905983,0.888888889,0.94017094,0.854700855,0.829059829,0.931623932,0.991452991,0.803418803,0.905982906,0.777777778,0.846153846,0.948717949,0.914529915,0.974358974,0.829059829,0.905982906,0.606837607,0.829059829,0.914529915,0.957264957,0.854700855,0.837606838,0.709401709,0.769230769,0.717948718,0.974358974,0.717948718,0.871794872,0.717948718,0.632478632,0.974358974,1,0.931623932,0.957264957,0.854700855,0.837606838,0.88034188,0.871794872,0.991452991,0.760683761,0.820512821,0.94017094,0.376068376,0.837606838,0.94017094,0.914529915,0.871794872,0.905982906,0.94017094,0.974358974,0.897435897,0.914529915,0.931623932,0.905982906,0.991452991,0.965811966,0.811965812,0.495726496,0.786324786,0.769230769,0.760683761,0.88034188,0.888888889,0.94017094,0.905982906,0.931623932,0.982905983,0.794871795,0.948717949,0.854700855
MWW,0.914529915,0.965811966,0.820512821,0.683760684,0.965811966,0.897435897,0.974358974,0.948717949,0.837606838,0.948717949,0.931623932,0.811965812,0.786324786,0.871794872,0.88034188,0.931623932,0.957264957,0.914529915,0.230769231,0.94017094,0.94017094,0.307692308,0.94017094,0.803418803,0.914529915,0.982905983,0.769230769,0.914529915,0.974358974,0.991452991,0.948717949,0.957264957,0.991452991,0.923076923,0.897435897,1,0.94017094,0.871794872,0.837606838,0.846153846,0.914529915,0.982905983,0.982905983,0.957264957,0.897435897,0.974358974,0.538461538,0.897435897,0.846153846,0.974358974,0.923076923,0.905982906,0.777777778,0.837606838,0.64957265,0.957264957,0.64957265,0.94017094,0.64957265,0.564102564,0.905982906,0.931623932,1,0.974358974,0.786324786,0.905982906,0.948717949,0.94017094,0.94017094,0.829059829,0.752136752,0.871794872,0.307692308,0.905982906,0.991452991,0.982905983,0.94017094,0.974358974,0.871794872,0.905982906,0.965811966,0.982905983,1,0.974358974,0.94017094,0.965811966,0.88034188,0.427350427,0.854700855,0.700854701,0.829059829,0.948717949,0.957264957,0.871794872,0.974358974,0.863247863,0.948717949,0.863247863,0.982905983,0.923076923
MXIM,0.94017094,0.991452991,0.846153846,0.709401709,0.991452991,0.871794872,1,0.923076923,0.863247863,0.974358974,0.905982906,0.786324786,0.811965812,0.897435897,0.854700855,0.957264957,0.931623932,0.94017094,0.256410256,0.965811966,0.914529915,0.333333333,0.914529915,0.829059829,0.94017094,0.991452991,0.743589744,0.888888889,0.948717949,0.982905983,0.974358974,0.931623932,0.982905983,0.897435897,0.871794872,0.974358974,0.965811966,0.846153846,0.863247863,0.820512821,0.888888889,0.991452991,0.957264957,0.982905983,0.871794872,0.948717949,0.564102564,0.871794872,0.871794872,1,0.897435897,0.88034188,0.752136752,0.811965812,0.675213675,0.982905983,0.675213675,0.914529915,0.675213675,0.58974359,0.931623932,0.957264957,0.974358974,1,0.811965812,0.88034188,0.923076923,0.914529915,0.965811966,0.803418803,0.777777778,0.897435897,0.333333333,0.88034188,0.982905983,0.957264957,0.914529915,0.948717949,0.897435897,0.931623932,0.94017094,0.957264957,0.974358974,0.948717949,0.965811966,0.991452991,0.854700855,0.452991453,0.829059829,0.726495726,0.803418803,0.923076923,0.931623932,0.897435897,0.948717949,0.888888889,0.974358974,0.837606838,0.991452991,0.897435897
