,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALTR,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BBBY,BIDU,BIIB,BRCM,CA,CELG,CERN,CHKP,CHRW,CHTR,CMCSA,COST,CSCO,CTRX,CTSH,CTXS,DISCA,DISH,DLTR,DTV,EBAY,EQIX,ESRX,EXPD,EXPE,FAST,FB,FFIV,FISV,GILD,GMCR,GOOG,GRMN,HSIC,ILMN,INTC,INTU,ISRG,KLAC,KRFT,LBTYA,LINTA,LLTC,LMCA,MAR,MAT,MNST,MSFT,MU,MWW,MXIM,MYL,NFLX,NTAP,NVDA,NWSA,NXPI,ORLY,PAYX,PCAR,PCLN,QCOM,REGN,ROST,SBAC,SBUX,SIAL,SIRI,SNDK,SPLS,SRCL,STX,SYMC,TRIP,TSCO,TSLA,TXN,VIAB,VIP,VOD,VRSK,VRTX,WDC,WFM,WYNN,XLNX,YHOO
MYL,0.871794872,0.820512821,0.965811966,0.897435897,0.820512821,0.683760684,0.811965812,0.735042735,0.948717949,0.837606838,0.717948718,0.598290598,1,0.914529915,0.666666667,0.854700855,0.743589744,0.871794872,0.444444444,0.846153846,0.726495726,0.521367521,0.726495726,0.982905983,0.871794872,0.803418803,0.555555556,0.700854701,0.760683761,0.794871795,0.837606838,0.743589744,0.794871795,0.709401709,0.683760684,0.786324786,0.846153846,0.658119658,0.948717949,0.632478632,0.700854701,0.803418803,0.769230769,0.829059829,0.683760684,0.760683761,0.752136752,0.683760684,0.94017094,0.811965812,0.709401709,0.692307692,0.564102564,0.623931624,0.863247863,0.829059829,0.863247863,0.726495726,0.863247863,0.777777778,0.88034188,0.854700855,0.786324786,0.811965812,1,0.692307692,0.735042735,0.726495726,0.846153846,0.615384615,0.965811966,0.914529915,0.521367521,0.692307692,0.794871795,0.769230769,0.726495726,0.760683761,0.914529915,0.88034188,0.752136752,0.769230769,0.786324786,0.760683761,0.846153846,0.820512821,0.666666667,0.641025641,0.641025641,0.914529915,0.615384615,0.735042735,0.743589744,0.914529915,0.760683761,0.923076923,0.837606838,0.64957265,0.803418803,0.709401709
NFLX,0.820512821,0.871794872,0.726495726,0.58974359,0.871794872,0.991452991,0.88034188,0.957264957,0.743589744,0.854700855,0.974358974,0.905982906,0.692307692,0.777777778,0.974358974,0.837606838,0.948717949,0.820512821,0.136752137,0.846153846,0.965811966,0.213675214,0.965811966,0.709401709,0.820512821,0.888888889,0.863247863,0.991452991,0.931623932,0.897435897,0.854700855,0.948717949,0.897435897,0.982905983,0.991452991,0.905982906,0.846153846,0.965811966,0.743589744,0.94017094,0.991452991,0.888888889,0.923076923,0.863247863,0.991452991,0.931623932,0.444444444,0.991452991,0.752136752,0.88034188,0.982905983,1,0.871794872,0.931623932,0.555555556,0.863247863,0.555555556,0.965811966,0.555555556,0.47008547,0.811965812,0.837606838,0.905982906,0.88034188,0.692307692,1,0.957264957,0.965811966,0.846153846,0.923076923,0.658119658,0.777777778,0.213675214,1,0.897435897,0.923076923,0.965811966,0.931623932,0.777777778,0.811965812,0.94017094,0.923076923,0.905982906,0.931623932,0.846153846,0.871794872,0.974358974,0.333333333,0.948717949,0.606837607,0.923076923,0.957264957,0.948717949,0.777777778,0.931623932,0.769230769,0.854700855,0.957264957,0.888888889,0.982905983
NTAP,0.863247863,0.914529915,0.769230769,0.632478632,0.914529915,0.948717949,0.923076923,1,0.786324786,0.897435897,0.982905983,0.863247863,0.735042735,0.820512821,0.931623932,0.88034188,0.991452991,0.863247863,0.179487179,0.888888889,0.991452991,0.256410256,0.991452991,0.752136752,0.863247863,0.931623932,0.820512821,0.965811966,0.974358974,0.94017094,0.897435897,0.991452991,0.94017094,0.974358974,0.948717949,0.948717949,0.888888889,0.923076923,0.786324786,0.897435897,0.965811966,0.931623932,0.965811966,0.905982906,0.948717949,0.974358974,0.487179487,0.948717949,0.794871795,0.923076923,0.974358974,0.957264957,0.829059829,0.888888889,0.598290598,0.905982906,0.598290598,0.991452991,0.598290598,0.512820513,0.854700855,0.88034188,0.948717949,0.923076923,0.735042735,0.957264957,1,0.991452991,0.888888889,0.88034188,0.700854701,0.820512821,0.256410256,0.957264957,0.94017094,0.965811966,0.991452991,0.974358974,0.820512821,0.854700855,0.982905983,0.965811966,0.948717949,0.974358974,0.888888889,0.914529915,0.931623932,0.376068376,0.905982906,0.64957265,0.88034188,1,0.991452991,0.820512821,0.974358974,0.811965812,0.897435897,0.914529915,0.931623932,0.974358974
NVDA,0.854700855,0.905982906,0.760683761,0.623931624,0.905982906,0.957264957,0.914529915,0.991452991,0.777777778,0.888888889,0.991452991,0.871794872,0.726495726,0.811965812,0.94017094,0.871794872,0.982905983,0.854700855,0.170940171,0.88034188,1,0.247863248,1,0.743589744,0.854700855,0.923076923,0.829059829,0.974358974,0.965811966,0.931623932,0.888888889,0.982905983,0.931623932,0.982905983,0.957264957,0.94017094,0.88034188,0.931623932,0.777777778,0.905982906,0.974358974,0.923076923,0.957264957,0.897435897,0.957264957,0.965811966,0.478632479,0.957264957,0.786324786,0.914529915,0.982905983,0.965811966,0.837606838,0.897435897,0.58974359,0.897435897,0.58974359,1,0.58974359,0.504273504,0.846153846,0.871794872,0.94017094,0.914529915,0.726495726,0.965811966,0.991452991,1,0.88034188,0.888888889,0.692307692,0.811965812,0.247863248,0.965811966,0.931623932,0.957264957,1,0.965811966,0.811965812,0.846153846,0.974358974,0.957264957,0.94017094,0.965811966,0.88034188,0.905982906,0.94017094,0.367521368,0.914529915,0.641025641,0.888888889,0.991452991,0.982905983,0.811965812,0.965811966,0.803418803,0.888888889,0.923076923,0.923076923,0.982905983
NWSA,0.974358974,0.974358974,0.88034188,0.743589744,0.974358974,0.837606838,0.965811966,0.888888889,0.897435897,0.991452991,0.871794872,0.752136752,0.846153846,0.931623932,0.820512821,0.991452991,0.897435897,0.974358974,0.290598291,1,0.88034188,0.367521368,0.88034188,0.863247863,0.974358974,0.957264957,0.709401709,0.854700855,0.914529915,0.948717949,0.991452991,0.897435897,0.948717949,0.863247863,0.837606838,0.94017094,1,0.811965812,0.897435897,0.786324786,0.854700855,0.957264957,0.923076923,0.982905983,0.837606838,0.914529915,0.598290598,0.837606838,0.905982906,0.965811966,0.863247863,0.846153846,0.717948718,0.777777778,0.709401709,0.982905983,0.709401709,0.88034188,0.709401709,0.623931624,0.965811966,0.991452991,0.94017094,0.965811966,0.846153846,0.846153846,0.888888889,0.88034188,1,0.769230769,0.811965812,0.931623932,0.367521368,0.846153846,0.948717949,0.923076923,0.88034188,0.914529915,0.931623932,0.965811966,0.905982906,0.923076923,0.94017094,0.914529915,1,0.974358974,0.820512821,0.487179487,0.794871795,0.760683761,0.769230769,0.888888889,0.897435897,0.931623932,0.914529915,0.923076923,0.991452991,0.803418803,0.957264957,0.863247863
NXPI,0.743589744,0.794871795,0.64957265,0.512820513,0.794871795,0.931623932,0.803418803,0.88034188,0.666666667,0.777777778,0.897435897,0.982905983,0.615384615,0.700854701,0.948717949,0.760683761,0.871794872,0.743589744,0.05982906,0.769230769,0.888888889,0.136752137,0.888888889,0.632478632,0.743589744,0.811965812,0.94017094,0.914529915,0.854700855,0.820512821,0.777777778,0.871794872,0.820512821,0.905982906,0.931623932,0.829059829,0.769230769,0.957264957,0.666666667,0.982905983,0.914529915,0.811965812,0.846153846,0.786324786,0.931623932,0.854700855,0.367521368,0.931623932,0.675213675,0.803418803,0.905982906,0.923076923,0.948717949,0.991452991,0.478632479,0.786324786,0.478632479,0.888888889,0.478632479,0.393162393,0.735042735,0.760683761,0.829059829,0.803418803,0.615384615,0.923076923,0.88034188,0.888888889,0.769230769,1,0.581196581,0.700854701,0.136752137,0.923076923,0.820512821,0.846153846,0.888888889,0.854700855,0.700854701,0.735042735,0.863247863,0.846153846,0.829059829,0.854700855,0.769230769,0.794871795,0.948717949,0.256410256,0.974358974,0.52991453,1,0.88034188,0.871794872,0.700854701,0.854700855,0.692307692,0.777777778,0.965811966,0.811965812,0.905982906
ORLY,0.837606838,0.786324786,0.931623932,0.931623932,0.786324786,0.64957265,0.777777778,0.700854701,0.914529915,0.803418803,0.683760684,0.564102564,0.965811966,0.88034188,0.632478632,0.820512821,0.709401709,0.837606838,0.478632479,0.811965812,0.692307692,0.555555556,0.692307692,0.948717949,0.837606838,0.769230769,0.521367521,0.666666667,0.726495726,0.760683761,0.803418803,0.709401709,0.760683761,0.675213675,0.64957265,0.752136752,0.811965812,0.623931624,0.914529915,0.598290598,0.666666667,0.769230769,0.735042735,0.794871795,0.64957265,0.726495726,0.786324786,0.64957265,0.905982906,0.777777778,0.675213675,0.658119658,0.52991453,0.58974359,0.897435897,0.794871795,0.897435897,0.692307692,0.897435897,0.811965812,0.846153846,0.820512821,0.752136752,0.777777778,0.965811966,0.658119658,0.700854701,0.692307692,0.811965812,0.581196581,1,0.88034188,0.555555556,0.658119658,0.760683761,0.735042735,0.692307692,0.726495726,0.88034188,0.846153846,0.717948718,0.735042735,0.752136752,0.726495726,0.811965812,0.786324786,0.632478632,0.675213675,0.606837607,0.948717949,0.581196581,0.700854701,0.709401709,0.88034188,0.726495726,0.888888889,0.803418803,0.615384615,0.769230769,0.675213675
PAYX,0.957264957,0.905982906,0.948717949,0.811965812,0.905982906,0.769230769,0.897435897,0.820512821,0.965811966,0.923076923,0.803418803,0.683760684,0.914529915,1,0.752136752,0.94017094,0.829059829,0.957264957,0.358974359,0.931623932,0.811965812,0.435897436,0.811965812,0.931623932,0.957264957,0.888888889,0.641025641,0.786324786,0.846153846,0.88034188,0.923076923,0.829059829,0.88034188,0.794871795,0.769230769,0.871794872,0.931623932,0.743589744,0.965811966,0.717948718,0.786324786,0.888888889,0.854700855,0.914529915,0.769230769,0.846153846,0.666666667,0.769230769,0.974358974,0.897435897,0.794871795,0.777777778,0.64957265,0.709401709,0.777777778,0.914529915,0.777777778,0.811965812,0.777777778,0.692307692,0.965811966,0.94017094,0.871794872,0.897435897,0.914529915,0.777777778,0.820512821,0.811965812,0.931623932,0.700854701,0.88034188,1,0.435897436,0.777777778,0.88034188,0.854700855,0.811965812,0.846153846,1,0.965811966,0.837606838,0.854700855,0.871794872,0.846153846,0.931623932,0.905982906,0.752136752,0.555555556,0.726495726,0.829059829,0.700854701,0.820512821,0.829059829,1,0.846153846,0.991452991,0.923076923,0.735042735,0.888888889,0.794871795
PCAR,0.393162393,0.341880342,0.487179487,0.623931624,0.341880342,0.205128205,0.333333333,0.256410256,0.47008547,0.358974359,0.239316239,0.11965812,0.521367521,0.435897436,0.188034188,0.376068376,0.264957265,0.393162393,0.923076923,0.367521368,0.247863248,1,0.247863248,0.504273504,0.393162393,0.324786325,0.076923077,0.222222222,0.282051282,0.316239316,0.358974359,0.264957265,0.316239316,0.230769231,0.205128205,0.307692308,0.367521368,0.179487179,0.47008547,0.153846154,0.222222222,0.324786325,0.290598291,0.35042735,0.205128205,0.282051282,0.769230769,0.205128205,0.461538462,0.333333333,0.230769231,0.213675214,0.085470085,0.145299145,0.658119658,0.35042735,0.658119658,0.247863248,0.658119658,0.743589744,0.401709402,0.376068376,0.307692308,0.333333333,0.521367521,0.213675214,0.256410256,0.247863248,0.367521368,0.136752137,0.555555556,0.435897436,1,0.213675214,0.316239316,0.290598291,0.247863248,0.282051282,0.435897436,0.401709402,0.273504274,0.290598291,0.307692308,0.282051282,0.367521368,0.341880342,0.188034188,0.88034188,0.162393162,0.606837607,0.136752137,0.256410256,0.264957265,0.435897436,0.282051282,0.444444444,0.358974359,0.170940171,0.324786325,0.230769231
PCLN,0.820512821,0.871794872,0.726495726,0.58974359,0.871794872,0.991452991,0.88034188,0.957264957,0.743589744,0.854700855,0.974358974,0.905982906,0.692307692,0.777777778,0.974358974,0.837606838,0.948717949,0.820512821,0.136752137,0.846153846,0.965811966,0.213675214,0.965811966,0.709401709,0.820512821,0.888888889,0.863247863,0.991452991,0.931623932,0.897435897,0.854700855,0.948717949,0.897435897,0.982905983,0.991452991,0.905982906,0.846153846,0.965811966,0.743589744,0.94017094,0.991452991,0.888888889,0.923076923,0.863247863,0.991452991,0.931623932,0.444444444,0.991452991,0.752136752,0.88034188,0.982905983,1,0.871794872,0.931623932,0.555555556,0.863247863,0.555555556,0.965811966,0.555555556,0.47008547,0.811965812,0.837606838,0.905982906,0.88034188,0.692307692,1,0.957264957,0.965811966,0.846153846,0.923076923,0.658119658,0.777777778,0.213675214,1,0.897435897,0.923076923,0.965811966,0.931623932,0.777777778,0.811965812,0.94017094,0.923076923,0.905982906,0.931623932,0.846153846,0.871794872,0.974358974,0.333333333,0.948717949,0.606837607,0.923076923,0.957264957,0.948717949,0.777777778,0.931623932,0.769230769,0.854700855,0.957264957,0.888888889,0.982905983
QCOM,0.923076923,0.974358974,0.829059829,0.692307692,0.974358974,0.888888889,0.982905983,0.94017094,0.846153846,0.957264957,0.923076923,0.803418803,0.794871795,0.88034188,0.871794872,0.94017094,0.948717949,0.923076923,0.239316239,0.948717949,0.931623932,0.316239316,0.931623932,0.811965812,0.923076923,0.991452991,0.760683761,0.905982906,0.965811966,1,0.957264957,0.948717949,1,0.914529915,0.888888889,0.991452991,0.948717949,0.863247863,0.846153846,0.837606838,0.905982906,0.991452991,0.974358974,0.965811966,0.888888889,0.965811966,0.547008547,0.888888889,0.854700855,0.982905983,0.914529915,0.897435897,0.769230769,0.829059829,0.658119658,0.965811966,0.658119658,0.931623932,0.658119658,0.572649573,0.914529915,0.94017094,0.991452991,0.982905983,0.794871795,0.897435897,0.94017094,0.931623932,0.948717949,0.820512821,0.760683761,0.88034188,0.316239316,0.897435897,1,0.974358974,0.931623932,0.965811966,0.88034188,0.914529915,0.957264957,0.974358974,0.991452991,0.965811966,0.948717949,0.974358974,0.871794872,0.435897436,0.846153846,0.709401709,0.820512821,0.94017094,0.948717949,0.88034188,0.965811966,0.871794872,0.957264957,0.854700855,0.991452991,0.914529915
REGN,0.897435897,0.948717949,0.803418803,0.666666667,0.948717949,0.914529915,0.957264957,0.965811966,0.820512821,0.931623932,0.948717949,0.829059829,0.769230769,0.854700855,0.897435897,0.914529915,0.974358974,0.897435897,0.213675214,0.923076923,0.957264957,0.290598291,0.957264957,0.786324786,0.897435897,0.965811966,0.786324786,0.931623932,0.991452991,0.974358974,0.931623932,0.974358974,0.974358974,0.94017094,0.914529915,0.982905983,0.923076923,0.888888889,0.820512821,0.863247863,0.931623932,0.965811966,1,0.94017094,0.914529915,0.991452991,0.521367521,0.914529915,0.829059829,0.957264957,0.94017094,0.923076923,0.794871795,0.854700855,0.632478632,0.94017094,0.632478632,0.957264957,0.632478632,0.547008547,0.888888889,0.914529915,0.982905983,0.957264957,0.769230769,0.923076923,0.965811966,0.957264957,0.923076923,0.846153846,0.735042735,0.854700855,0.290598291,0.923076923,0.974358974,1,0.957264957,0.991452991,0.854700855,0.888888889,0.982905983,1,0.982905983,0.991452991,0.923076923,0.948717949,0.897435897,0.41025641,0.871794872,0.683760684,0.846153846,0.965811966,0.974358974,0.854700855,0.991452991,0.846153846,0.931623932,0.88034188,0.965811966,0.94017094
ROST,0.854700855,0.905982906,0.760683761,0.623931624,0.905982906,0.957264957,0.914529915,0.991452991,0.777777778,0.888888889,0.991452991,0.871794872,0.726495726,0.811965812,0.94017094,0.871794872,0.982905983,0.854700855,0.170940171,0.88034188,1,0.247863248,1,0.743589744,0.854700855,0.923076923,0.829059829,0.974358974,0.965811966,0.931623932,0.888888889,0.982905983,0.931623932,0.982905983,0.957264957,0.94017094,0.88034188,0.931623932,0.777777778,0.905982906,0.974358974,0.923076923,0.957264957,0.897435897,0.957264957,0.965811966,0.478632479,0.957264957,0.786324786,0.914529915,0.982905983,0.965811966,0.837606838,0.897435897,0.58974359,0.897435897,0.58974359,1,0.58974359,0.504273504,0.846153846,0.871794872,0.94017094,0.914529915,0.726495726,0.965811966,0.991452991,1,0.88034188,0.888888889,0.692307692,0.811965812,0.247863248,0.965811966,0.931623932,0.957264957,1,0.965811966,0.811965812,0.846153846,0.974358974,0.957264957,0.94017094,0.965811966,0.88034188,0.905982906,0.94017094,0.367521368,0.914529915,0.641025641,0.888888889,0.991452991,0.982905983,0.811965812,0.965811966,0.803418803,0.888888889,0.923076923,0.923076923,0.982905983
SBAC,0.888888889,0.94017094,0.794871795,0.658119658,0.94017094,0.923076923,0.948717949,0.974358974,0.811965812,0.923076923,0.957264957,0.837606838,0.760683761,0.846153846,0.905982906,0.905982906,0.982905983,0.888888889,0.205128205,0.914529915,0.965811966,0.282051282,0.965811966,0.777777778,0.888888889,0.957264957,0.794871795,0.94017094,1,0.965811966,0.923076923,0.982905983,0.965811966,0.948717949,0.923076923,0.974358974,0.914529915,0.897435897,0.811965812,0.871794872,0.94017094,0.957264957,0.991452991,0.931623932,0.923076923,1,0.512820513,0.923076923,0.820512821,0.948717949,0.948717949,0.931623932,0.803418803,0.863247863,0.623931624,0.931623932,0.623931624,0.965811966,0.623931624,0.538461538,0.88034188,0.905982906,0.974358974,0.948717949,0.760683761,0.931623932,0.974358974,0.965811966,0.914529915,0.854700855,0.726495726,0.846153846,0.282051282,0.931623932,0.965811966,0.991452991,0.965811966,1,0.846153846,0.88034188,0.991452991,0.991452991,0.974358974,1,0.914529915,0.94017094,0.905982906,0.401709402,0.88034188,0.675213675,0.854700855,0.974358974,0.982905983,0.846153846,1,0.837606838,0.923076923,0.888888889,0.957264957,0.948717949
SBUX,0.957264957,0.905982906,0.948717949,0.811965812,0.905982906,0.769230769,0.897435897,0.820512821,0.965811966,0.923076923,0.803418803,0.683760684,0.914529915,1,0.752136752,0.94017094,0.829059829,0.957264957,0.358974359,0.931623932,0.811965812,0.435897436,0.811965812,0.931623932,0.957264957,0.888888889,0.641025641,0.786324786,0.846153846,0.88034188,0.923076923,0.829059829,0.88034188,0.794871795,0.769230769,0.871794872,0.931623932,0.743589744,0.965811966,0.717948718,0.786324786,0.888888889,0.854700855,0.914529915,0.769230769,0.846153846,0.666666667,0.769230769,0.974358974,0.897435897,0.794871795,0.777777778,0.64957265,0.709401709,0.777777778,0.914529915,0.777777778,0.811965812,0.777777778,0.692307692,0.965811966,0.94017094,0.871794872,0.897435897,0.914529915,0.777777778,0.820512821,0.811965812,0.931623932,0.700854701,0.88034188,1,0.435897436,0.777777778,0.88034188,0.854700855,0.811965812,0.846153846,1,0.965811966,0.837606838,0.854700855,0.871794872,0.846153846,0.931623932,0.905982906,0.752136752,0.555555556,0.726495726,0.829059829,0.700854701,0.820512821,0.829059829,1,0.846153846,0.991452991,0.923076923,0.735042735,0.888888889,0.794871795
SIAL,0.991452991,0.94017094,0.914529915,0.777777778,0.94017094,0.803418803,0.931623932,0.854700855,0.931623932,0.957264957,0.837606838,0.717948718,0.88034188,0.965811966,0.786324786,0.974358974,0.863247863,0.991452991,0.324786325,0.965811966,0.846153846,0.401709402,0.846153846,0.897435897,0.991452991,0.923076923,0.675213675,0.820512821,0.88034188,0.914529915,0.957264957,0.863247863,0.914529915,0.829059829,0.803418803,0.905982906,0.965811966,0.777777778,0.931623932,0.752136752,0.820512821,0.923076923,0.888888889,0.948717949,0.803418803,0.88034188,0.632478632,0.803418803,0.94017094,0.931623932,0.829059829,0.811965812,0.683760684,0.743589744,0.743589744,0.948717949,0.743589744,0.846153846,0.743589744,0.658119658,1,0.974358974,0.905982906,0.931623932,0.88034188,0.811965812,0.854700855,0.846153846,0.965811966,0.735042735,0.846153846,0.965811966,0.401709402,0.811965812,0.914529915,0.888888889,0.846153846,0.88034188,0.965811966,1,0.871794872,0.888888889,0.905982906,0.88034188,0.965811966,0.94017094,0.786324786,0.521367521,0.760683761,0.794871795,0.735042735,0.854700855,0.863247863,0.965811966,0.88034188,0.957264957,0.957264957,0.769230769,0.923076923,0.829059829
SIRI,0.88034188,0.931623932,0.786324786,0.64957265,0.931623932,0.931623932,0.94017094,0.982905983,0.803418803,0.914529915,0.965811966,0.846153846,0.752136752,0.837606838,0.914529915,0.897435897,0.991452991,0.88034188,0.196581197,0.905982906,0.974358974,0.273504274,0.974358974,0.769230769,0.88034188,0.948717949,0.803418803,0.948717949,0.991452991,0.957264957,0.914529915,0.991452991,0.957264957,0.957264957,0.931623932,0.965811966,0.905982906,0.905982906,0.803418803,0.88034188,0.948717949,0.948717949,0.982905983,0.923076923,0.931623932,0.991452991,0.504273504,0.931623932,0.811965812,0.94017094,0.957264957,0.94017094,0.811965812,0.871794872,0.615384615,0.923076923,0.615384615,0.974358974,0.615384615,0.52991453,0.871794872,0.897435897,0.965811966,0.94017094,0.752136752,0.94017094,0.982905983,0.974358974,0.905982906,0.863247863,0.717948718,0.837606838,0.273504274,0.94017094,0.957264957,0.982905983,0.974358974,0.991452991,0.837606838,0.871794872,1,0.982905983,0.965811966,0.991452991,0.905982906,0.931623932,0.914529915,0.393162393,0.888888889,0.666666667,0.863247863,0.982905983,0.991452991,0.837606838,0.991452991,0.829059829,0.914529915,0.897435897,0.948717949,0.957264957
SNDK,0.897435897,0.948717949,0.803418803,0.666666667,0.948717949,0.914529915,0.957264957,0.965811966,0.820512821,0.931623932,0.948717949,0.829059829,0.769230769,0.854700855,0.897435897,0.914529915,0.974358974,0.897435897,0.213675214,0.923076923,0.957264957,0.290598291,0.957264957,0.786324786,0.897435897,0.965811966,0.786324786,0.931623932,0.991452991,0.974358974,0.931623932,0.974358974,0.974358974,0.94017094,0.914529915,0.982905983,0.923076923,0.888888889,0.820512821,0.863247863,0.931623932,0.965811966,1,0.94017094,0.914529915,0.991452991,0.521367521,0.914529915,0.829059829,0.957264957,0.94017094,0.923076923,0.794871795,0.854700855,0.632478632,0.94017094,0.632478632,0.957264957,0.632478632,0.547008547,0.888888889,0.914529915,0.982905983,0.957264957,0.769230769,0.923076923,0.965811966,0.957264957,0.923076923,0.846153846,0.735042735,0.854700855,0.290598291,0.923076923,0.974358974,1,0.957264957,0.991452991,0.854700855,0.888888889,0.982905983,1,0.982905983,0.991452991,0.923076923,0.948717949,0.897435897,0.41025641,0.871794872,0.683760684,0.846153846,0.965811966,0.974358974,0.854700855,0.991452991,0.846153846,0.931623932,0.88034188,0.965811966,0.94017094
SPLS,0.914529915,0.965811966,0.820512821,0.683760684,0.965811966,0.897435897,0.974358974,0.948717949,0.837606838,0.948717949,0.931623932,0.811965812,0.786324786,0.871794872,0.88034188,0.931623932,0.957264957,0.914529915,0.230769231,0.94017094,0.94017094,0.307692308,0.94017094,0.803418803,0.914529915,0.982905983,0.769230769,0.914529915,0.974358974,0.991452991,0.948717949,0.957264957,0.991452991,0.923076923,0.897435897,1,0.94017094,0.871794872,0.837606838,0.846153846,0.914529915,0.982905983,0.982905983,0.957264957,0.897435897,0.974358974,0.538461538,0.897435897,0.846153846,0.974358974,0.923076923,0.905982906,0.777777778,0.837606838,0.64957265,0.957264957,0.64957265,0.94017094,0.64957265,0.564102564,0.905982906,0.931623932,1,0.974358974,0.786324786,0.905982906,0.948717949,0.94017094,0.94017094,0.829059829,0.752136752,0.871794872,0.307692308,0.905982906,0.991452991,0.982905983,0.94017094,0.974358974,0.871794872,0.905982906,0.965811966,0.982905983,1,0.974358974,0.94017094,0.965811966,0.88034188,0.427350427,0.854700855,0.700854701,0.829059829,0.948717949,0.957264957,0.871794872,0.974358974,0.863247863,0.948717949,0.863247863,0.982905983,0.923076923
SRCL,0.888888889,0.94017094,0.794871795,0.658119658,0.94017094,0.923076923,0.948717949,0.974358974,0.811965812,0.923076923,0.957264957,0.837606838,0.760683761,0.846153846,0.905982906,0.905982906,0.982905983,0.888888889,0.205128205,0.914529915,0.965811966,0.282051282,0.965811966,0.777777778,0.888888889,0.957264957,0.794871795,0.94017094,1,0.965811966,0.923076923,0.982905983,0.965811966,0.948717949,0.923076923,0.974358974,0.914529915,0.897435897,0.811965812,0.871794872,0.94017094,0.957264957,0.991452991,0.931623932,0.923076923,1,0.512820513,0.923076923,0.820512821,0.948717949,0.948717949,0.931623932,0.803418803,0.863247863,0.623931624,0.931623932,0.623931624,0.965811966,0.623931624,0.538461538,0.88034188,0.905982906,0.974358974,0.948717949,0.760683761,0.931623932,0.974358974,0.965811966,0.914529915,0.854700855,0.726495726,0.846153846,0.282051282,0.931623932,0.965811966,0.991452991,0.965811966,1,0.846153846,0.88034188,0.991452991,0.991452991,0.974358974,1,0.914529915,0.94017094,0.905982906,0.401709402,0.88034188,0.675213675,0.854700855,0.974358974,0.982905983,0.846153846,1,0.837606838,0.923076923,0.888888889,0.957264957,0.948717949
STX,0.974358974,0.974358974,0.88034188,0.743589744,0.974358974,0.837606838,0.965811966,0.888888889,0.897435897,0.991452991,0.871794872,0.752136752,0.846153846,0.931623932,0.820512821,0.991452991,0.897435897,0.974358974,0.290598291,1,0.88034188,0.367521368,0.88034188,0.863247863,0.974358974,0.957264957,0.709401709,0.854700855,0.914529915,0.948717949,0.991452991,0.897435897,0.948717949,0.863247863,0.837606838,0.94017094,1,0.811965812,0.897435897,0.786324786,0.854700855,0.957264957,0.923076923,0.982905983,0.837606838,0.914529915,0.598290598,0.837606838,0.905982906,0.965811966,0.863247863,0.846153846,0.717948718,0.777777778,0.709401709,0.982905983,0.709401709,0.88034188,0.709401709,0.623931624,0.965811966,0.991452991,0.94017094,0.965811966,0.846153846,0.846153846,0.888888889,0.88034188,1,0.769230769,0.811965812,0.931623932,0.367521368,0.846153846,0.948717949,0.923076923,0.88034188,0.914529915,0.931623932,0.965811966,0.905982906,0.923076923,0.94017094,0.914529915,1,0.974358974,0.820512821,0.487179487,0.794871795,0.760683761,0.769230769,0.888888889,0.897435897,0.931623932,0.914529915,0.923076923,0.991452991,0.803418803,0.957264957,0.863247863
SYMC,0.948717949,1,0.854700855,0.717948718,1,0.863247863,0.991452991,0.914529915,0.871794872,0.982905983,0.897435897,0.777777778,0.820512821,0.905982906,0.846153846,0.965811966,0.923076923,0.948717949,0.264957265,0.974358974,0.905982906,0.341880342,0.905982906,0.837606838,0.948717949,0.982905983,0.735042735,0.88034188,0.94017094,0.974358974,0.982905983,0.923076923,0.974358974,0.888888889,0.863247863,0.965811966,0.974358974,0.837606838,0.871794872,0.811965812,0.88034188,0.982905983,0.948717949,0.991452991,0.863247863,0.94017094,0.572649573,0.863247863,0.88034188,0.991452991,0.888888889,0.871794872,0.743589744,0.803418803,0.683760684,0.991452991,0.683760684,0.905982906,0.683760684,0.598290598,0.94017094,0.965811966,0.965811966,0.991452991,0.820512821,0.871794872,0.914529915,0.905982906,0.974358974,0.794871795,0.786324786,0.905982906,0.341880342,0.871794872,0.974358974,0.948717949,0.905982906,0.94017094,0.905982906,0.94017094,0.931623932,0.948717949,0.965811966,0.94017094,0.974358974,1,0.846153846,0.461538462,0.820512821,0.735042735,0.794871795,0.914529915,0.923076923,0.905982906,0.94017094,0.897435897,0.982905983,0.829059829,0.982905983,0.888888889
